symbol	gene_number	ensembl_gene	ensembl_trans	chebl_id	uniprot_gname	entrez_id	wikigene
F2	2147.1	ENSG00000180210	ENST00000311907	CHEMBL2096988	P00734	2147.0	2147.0
TFRC	7037.1	ENSG00000072274	ENST00000426789		Q9UP52	7037.0	7037.0
APOE	348.1	ENSG00000130203	ENST00000252486		P02649	348.0	348.0
APOA1	335.1	ENSG00000118137	ENST00000375320	CHEMBL5984	P02647	335.0	335.0
SOAT2	8435.1	ENSG00000167780	ENST00000551896		O75908	8435.0	8435.0
LIPA	3988.1	ENSG00000107798	ENST00000336233	CHEMBL4184	P38571	3988.0	3988.0
TXN	7295.1	ENSG00000136810	ENST00000374515	CHEMBL2010624	P10599	7295.0	7295.0
TXN2	25828.1	ENSG00000100348	ENST00000216185	CHEMBL2189153	Q99757	25828.0	25828.0
OXSM	54995.1	ENSG00000151093	ENST00000452098		Q9NWU1	54995.0	54995.0
CA8	767.1	ENSG00000178538	ENST00000317995		P35219	767.0	767.0
ABCC5	10057.1	ENSG00000114770	ENST00000334444	CHEMBL2046258	O15440	10057.0	10057.0
SLC11A1	6556.1	ENSG00000018280	ENST00000233202	CHEMBL2052040	P49279	6556.0	6556.0
SLC30A1	7779.1	ENSG00000170385	ENST00000367001		Q9Y6M5	7779.0	7779.0
SLC37A1	54020.1	ENSG00000160190	ENST00000419522		P57057	54020.0	54020.0
ABCD1	215.1	ENSG00000101986	ENST00000218104		P33897	215.0	215.0
ABCD3	5825.1	ENSG00000117528	ENST00000370214		P28288	5825.0	5825.0
ACOT6	641372.1	ENSG00000205669	ENST00000554229			641372.0	641372.0
RPL14	9045.1	ENSG00000188846	ENST00000338970		P50914	9045.0	9045.0
LOXL2	4017.1	ENSG00000134013	ENST00000389131		Q9Y4K0	4017.0	4017.0
CINP	51550.1	ENSG00000100865	ENST00000559514		Q9BW66	51550.0	51550.0
HIRIP3	8479.1	ENSG00000149929	ENST00000279392		Q9BW71	8479.0	8479.0
ELOVL1	64834.1	ENSG00000066322	ENST00000372458	CHEMBL6001	Q9BW60	64834.0	64834.0
ANAPC11	51529.1	ENSG00000141552	ENST00000571570		Q9NYG5	51529.0	51529.0
LPO	4025.1	ENSG00000167419	ENST00000582328	CHEMBL5898	P22079	4025.0	4025.0
PCBD2	84105.1	ENSG00000132570	ENST00000254908		Q9H0N5	84105.0	84105.0
SULT4A1	25830.1	ENSG00000130540	ENST00000330884	CHEMBL1743298	Q9BR01	25830.0	25830.0
LYZL1	84569.1	ENSG00000120563	ENST00000375500		Q6UWQ5	84569.0	84569.0
NLN	57486.1	ENSG00000123213	ENST00000380985		Q9BYT8	57486.0	57486.0
CCBL2	56267.1	ENSG00000137944	ENST00000370491	CHEMBL2046260	Q6YP21	56267.0	56267.0
TPTE2	93492.1	ENSG00000132958	ENST00000382978		Q6XPS3	93492.0	93492.0
PAOX	196743.1	ENSG00000148832	ENST00000278060	CHEMBL2105	Q6QHF9	196743.0	196743.0
MGST1	4257.1	ENSG00000008394	ENST00000536371			4257.0	4257.0
GSTK1	373156.1	ENSG00000197448	ENST00000436038			373156.0	373156.0
CBR3	874.1	ENSG00000159231	ENST00000290354	CHEMBL6008	O75828	874.0	874.0
DHRS4	10901.1	ENSG00000157326	ENST00000397071		Q9BTZ2	10901.0	728635.0
CNP	1267.1	ENSG00000173786	ENST00000393892		P09543	1267.0	1267.0
CYP26A1	1592.1	ENSG00000095596	ENST00000371531	CHEMBL5141	O43174	1592.0	1592.0
CYP26B1	56603.1	ENSG00000003137	ENST00000001146		Q9NR63	56603.0	56603.0
EPHX2	2053.1	ENSG00000120915	ENST00000521400	CHEMBL2409	P34913	2053.0	2053.0
EPHX1	2052.1	ENSG00000143819	ENST00000445856		Q8IUS5	2052.0	2052.0
GLYAT	10249.1	ENSG00000149124	ENST00000586098		Q91XE0	10249.0	10249.0
CYP4B1	1580.1	ENSG00000142973	ENST00000534708		Q64462	1580.0	1580.0
CYP2B6	1555.1	ENSG00000197408	ENST00000324071	CHEMBL4729	P20813	1555.0	1555.0
CYP2A7	1549.1	ENSG00000198077	ENST00000301146		P20853	1549.0	1549.0
CYP2J2	1573.1	ENSG00000134716	ENST00000371204	CHEMBL3491	P51589	1573.0	1573.0
CYP4Z1	199974.1	ENSG00000186160	ENST00000334194		Q86W10	199974.0	199974.0
CYP4X1	260293.1	ENSG00000186377	ENST00000371901	CHEMBL6048	Q8N118	260293.0	260293.0
CYP2S1	29785.1	ENSG00000167600	ENST00000310054		Q96SQ9	29785.0	29785.0
CYP4F11	57834.1	ENSG00000171903	ENST00000248041		Q9HBI6	57834.0	57834.0
CMA1	1215.1	ENSG00000092009	ENST00000250378	CHEMBL4068	P23946	1215.0	1215.0
CPA1	1357.1	ENSG00000091704	ENST00000481342			1357.0	1357.0
CPA2	1358.1	ENSG00000158516	ENST00000222481		P48052	1358.0	1358.0
CPA6	57094.1	ENSG00000165078	ENST00000479862		Q5U901	57094.0	57094.0
CPA5	93979.1	ENSG00000158525	ENST00000497503			93979.0	93979.0
TPP1	1200.1	ENSG00000166340	ENST00000299427		O14773	1200.0	1200.0
TPSAB1	7177.1	ENSG00000172236	ENST00000338844	CHEMBL2095193	Q15661	7177.0	7177.0
TPSB2	64499.1	ENSG00000197253	ENST00000611196			64499.0	64499.0
TPSD1	23430.1	ENSG00000095917	ENST00000397534	CHEMBL2095193	Q9BZJ3	23430.0	23430.0
TRHDE	29953.1	ENSG00000072657	ENST00000261180		Q9UKU6	29953.0	29953.0
NAA10	8260.1	ENSG00000102030	ENST00000464845		P41227	8260.0	8260.0
CYP4F22	126410.1	ENSG00000171954	ENST00000269703		Q6NT55	126410.0	126410.0
ACE	1636.1	ENSG00000159640	ENST00000582678		P09470	1636.0	1636.0
KL	9365.1	ENSG00000133116	ENST00000380099		Q9UEF7	9365.0	9365.0
B4GALT6	9331.1	ENSG00000118276	ENST00000306851		Q9UBX8	9331.0	9331.0
UGT8	7368.1	ENSG00000174607	ENST00000310836		Q16880	7368.0	7368.0
DECR2	26063.1	ENSG00000274296	ENST00000613476			26063.0	26063.0
DECR1	1666.1	ENSG00000104325	ENST00000519328			1666.0	1666.0
HACL1	26061.1	ENSG00000131373	ENST00000321169		Q9UJ83	26061.0	26061.0
EPT1	85465.1	ENSG00000138018	ENST00000442141			85465.0	85465.0
MTMR3	8897.1	ENSG00000100330	ENST00000401950		Q13615	8897.0	8897.0
MTMR3	8897.3	ENSG00000100330	ENST00000401950		Q13615	8897.0	8897.0
MTMR3	8897.2	ENSG00000100330	ENST00000401950		Q13615	8897.0	8897.0
PTGES3	10728.1	ENSG00000110958	ENST00000262033		Q15185	10728.0	10728.0
GPX5	2880.1	ENSG00000257770	ENST00000550775		P21765	2880.0	2880.0
FMO4	2329.1	ENSG00000076258	ENST00000367749		P31512	2329.0	2329.0
FMO3	2328.1	ENSG00000007933	ENST00000367755		P31513	2328.0	2328.0
FMO5	2330.1	ENSG00000131781	ENST00000527849		P97872	2330.0	2330.0
FMO1	2326.1	ENSG00000010932	ENST00000433267		P50285	2326.0	2326.0
FMO2	2327.1	ENSG00000094963	ENST00000209929		Q99518	2327.0	2327.0
SLC6A5	9152.1	ENSG00000165970	ENST00000525748	CHEMBL3060	Q9Y345	9152.0	9152.0
SLC4A7	9497.1	ENSG00000033867	ENST00000419036		Q8BTY2	9497.0	9497.0
SLC5A11	115584.1	ENSG00000158865	ENST00000347898	CHEMBL1744524	Q8WWX8	115584.0	115584.0
SLC20A1	6574.1	ENSG00000144136	ENST00000272542		Q8WUM9	6574.0	6574.0
SLC20A2	6575.1	ENSG00000168575	ENST00000342228		Q08357	6575.0	6575.0
SLC34A3	142680.1	ENSG00000198569	ENST00000361134		Q8N130	142680.0	142680.0
SLC6A7	6534.1	ENSG00000011083	ENST00000230671		Q99884	6534.0	6534.0
HSD17B3	3293.1	ENSG00000130948	ENST00000375263	CHEMBL4234	P37058	3293.0	3293.0
COX7A2L	9167.1	ENSG00000115944	ENST00000468711			9167.0	9167.0
MT-CO1	4512.1	ENSG00000198804	ENST00000361624	CHEMBL6173	P00395	4512.0	4512.0
MT-CO2	4513.1	ENSG00000198712	ENST00000361739	CHEMBL6174	P00403	4513.0	4513.0
COX6B2	125965.1	ENSG00000160471	ENST00000588572		Q6YFQ2	125965.0	125965.0
MT-CO3	4514.1	ENSG00000198938	ENST00000362079		P00414	4514.0	4514.0
COX7A1	1346.1	ENSG00000161281	ENST00000437291		P56392	1346.0	1346.0
COX4I2	84701.1	ENSG00000131055	ENST00000376075		Q96KJ9	84701.0	84701.0
DBI	1622.1	ENSG00000155368	ENST00000355857		P07108	1622.0	1622.0
ABCD2	225.1	ENSG00000173208	ENST00000308666		Q9UBJ2	225.0	225.0
SLC27A6	28965.1	ENSG00000113396	ENST00000508645		E9Q9W4	28965.0	28965.0
ACSBG1	23205.1	ENSG00000103740	ENST00000258873		Q96GR2	23205.0	23205.0
SLC6A20	54716.1	ENSG00000163817	ENST00000353278		Q9NP91	54716.0	54716.0
SLC15A1	6564.1	ENSG00000088386	ENST00000376503	CHEMBL4605	P46059	6564.0	6564.0
SLC15A3	51296.1	ENSG00000110446	ENST00000536784			51296.0	51296.0
SLC15A4	121260.1	ENSG00000139370	ENST00000266771		Q8N697	121260.0	121260.0
GIF	2694.1	ENSG00000134812	ENST00000257248		P27352	2694.0	2694.0
CUBN	8029.1	ENSG00000107611	ENST00000377833		O60494	8029.0	8029.0
AMN	81693.1	ENSG00000166126	ENST00000299155		Q9BXJ7	81693.0	81693.0
SLC46A1	113235.1	ENSG00000076351	ENST00000612814	CHEMBL1795188	Q96NT5	113235.0	113235.0
DPEP1	1800.1	ENSG00000015413	ENST00000570029		P31428	1800.0	1800.0
PEPD	5184.1	ENSG00000124299	ENST00000244137	CHEMBL4185	P12955	5184.0	5184.0
FABP1	2168.1	ENSG00000163586	ENST00000295834	CHEMBL5421	P07148	2168.0	2168.0
LAP3	51056.1	ENSG00000002549	ENST00000226299	CHEMBL3965	P28838	51056.0	51056.0
SLC22A13	9390.1	ENSG00000172940	ENST00000311856		Q9Y226	9390.0	9390.0
SLC11A2	4891.1	ENSG00000110911	ENST00000551215		P49282	4891.0	4891.0
SLC40A1	30061.1	ENSG00000138449	ENST00000261024		Q9NP59	30061.0	30061.0
HEPH	9843.1	ENSG00000089472	ENST00000519389		Q9BQS7	9843.0	9843.0
PYCRL	65263.1	ENSG00000276657	ENST00000616663			65263.0	65263.0
FLVCR1	28982.1	ENSG00000162769	ENST00000366971		Q9Y5Y0	28982.0	28982.0
SLC22A7	10864.1	ENSG00000137204	ENST00000451757		Q91WU2	10864.0	10864.0
SLC22A6	9356.1	ENSG00000197901	ENST00000540654		Q8VC69	9356.0	9356.0
SLC22A8	9376.1	ENSG00000149452	ENST00000336232	CHEMBL1641348	Q8TCC7	9376.0	9376.0
SLC29A4	222962.1	ENSG00000164638	ENST00000434816		Q8R139	222962.0	222962.0
SLC6A18	348932.1	ENSG00000164363	ENST00000324642		Q96N87	348932.0	348932.0
SLC36A4	120103.1	ENSG00000180773	ENST00000326402		Q6YBV0	120103.0	120103.0
CFTR	1080.1	ENSG00000001626	ENST00000446805		P26361	1080.0	1080.0
SLC22A16	85413.1	ENSG00000004809	ENST00000451557			85413.0	85413.0
ABCC11	85320.1	ENSG00000121270	ENST00000353782	CHEMBL2073702	Q96J66	85320.0	85320.0
ABCA8	10351.1	ENSG00000141338	ENST00000269080		O94911	10351.0	10351.0
ABCG2	9429.1	ENSG00000118777	ENST00000515655	CHEMBL5393	Q9UNQ0	9429.0	9429.0
SLC22A11	55867.1	ENSG00000168065	ENST00000301891	CHEMBL2073677	Q9NSA0	55867.0	55867.0
AQP3	360.1	ENSG00000165272	ENST00000297991		Q92482	360.0	360.0
AQP7	364.1	ENSG00000165269	ENST00000379507		O54794	364.0	364.0
AQP10	89872.1	ENSG00000143595	ENST00000324978		Q96PS8	89872.0	89872.0
ABCA3	21.1	ENSG00000167972	ENST00000301732		Q99758	21.0	21.0
ABCA4	24.1	ENSG00000198691	ENST00000370225		P78363	24.0	24.0
SLC36A2	153201.1	ENSG00000186335	ENST00000335244		Q495M3	153201.0	153201.0
ABCC5	10057.2	ENSG00000114770	ENST00000334444	CHEMBL2046258	O15440	10057.0	10057.0
SLC5A10	125206.1	ENSG00000154025	ENST00000317977		A0PJK1	125206.0	125206.0
SLC5A9	200010.1	ENSG00000117834	ENST00000425816			200010.0	200010.0
SLC5A2	6524.1	ENSG00000140675	ENST00000569576		Q923I7	6524.0	6524.0
SLC5A12	159963.1	ENSG00000148942	ENST00000396005		Q1EHB4	159963.0	159963.0
AQP1	358.1	ENSG00000240583	ENST00000311813		P29972	358.0	358.0
AQP4	361.1	ENSG00000171885	ENST00000383168	CHEMBL5964	P55087	361.0	361.0
MIP	4284.1	ENSG00000135517	ENST00000257979		P30301	4284.0	4284.0
AQP2	359.1	ENSG00000167580	ENST00000551526		P56402	359.0	359.0
AQP5	362.1	ENSG00000161798	ENST00000293599		P55064	362.0	362.0
LRP1	4035.1	ENSG00000123384	ENST00000553277		Q91ZX7	4035.0	4035.0
SLC52A2	79581.1	ENSG00000185803	ENST00000524541			79581.0	79581.0
SLC52A1	55065.1	ENSG00000132517	ENST00000254853		Q9NWF4	55065.0	55065.0
CD36	948.1	ENSG00000135218	ENST00000435819	CHEMBL1744526	P16671	948.0	948.0
KCNJ8	3764.1	ENSG00000121361	ENST00000240662	CHEMBL4770	Q15842	3764.0	3764.0
KCNJ11	3767.1	ENSG00000187486	ENST00000339994	CHEMBL2096972	Q14654	3767.0	3767.0
ABCC8	6833.1	ENSG00000006071	ENST00000531642		O60706	6833.0	6833.0
ABCC9	10060.1	ENSG00000069431	ENST00000261200	CHEMBL2095198	O60706	10060.0	10060.0
RBP4	5950.1	ENSG00000138207	ENST00000371464	CHEMBL3100	P02753	5950.0	5950.0
STRA6	64220.1	ENSG00000137868	ENST00000395105		Q9BX79	64220.0	64220.0
RBP1	5947.1	ENSG00000114115	ENST00000232219		Q00915	5947.0	5947.0
RBP2	5948.1	ENSG00000114113	ENST00000232217		P50120	5948.0	5948.0
GC	2638.1	ENSG00000145321	ENST00000273951	CHEMBL2259	P02774	2638.0	2638.0
LRP2	4036.1	ENSG00000081479	ENST00000263816		P98164	4036.0	4036.0
SCARB1	949.1	ENSG00000073060	ENST00000339570	CHEMBL1914272	Q8WTV0	949.0	949.0
NPC1L1	29881.1	ENSG00000015520	ENST00000289547	CHEMBL2027	Q9UHC9	29881.0	29881.0
FOLR2	2350.1	ENSG00000165457	ENST00000449475			2350.0	2350.0
HPGD	3248.1	ENSG00000164120	ENST00000296522	CHEMBL1293255	P15428	3248.0	3248.0
SGMS2	166929.1	ENSG00000164023	ENST00000394684		Q8NHU3	166929.0	166929.0
GPCPD1	56261.1	ENSG00000125772	ENST00000418646			56261.0	56261.0
MPC1	51660.1	ENSG00000060762			Q9Y5U8	51660.0	51660.0
MPC2	25874.1	ENSG00000143158			O95563	25874.0	25874.0
ATP8B1	5205.1	ENSG00000081923			O43520	5205.0	5205.0
ATP8B2	57198.1	ENSG00000143515			P98198	57198.0	57198.0
ATP11A	23250.1	ENSG00000068650			P98196	23250.0	23250.0
ATP11C	286410.1	ENSG00000101974				286410.0	286410.0
ABCB1	5243.1	ENSG00000085563			P08183	5243.0	5243.0
ACOT13	55856.1	ENSG00000112304			Q9NPJ3	55856.0	55856.0
ACOT11	26027.1	ENSG00000162390			Q8WXI4	26027.0	26027.0
ABCB6	10058.1	ENSG00000115657			Q9NP58	10058.0	10058.0
RHCG	51458.1	ENSG00000140519			Q9QXP0	51458.0	51458.0
RALBP1	10928.1	ENSG00000017797			Q15311	10928.0	10928.0
NQO1	1728.1	ENSG00000181019				1728.0	1728.0
GSTM2	2946.1	ENSG00000213366				2946.0	2946.0
ACER1	125981.1	ENSG00000167769			Q8TDN7	125981.0	125981.0
ACER3	55331.1	ENSG00000078124			Q9D099	55331.0	55331.0
ACER2	340485.1	ENSG00000177076			Q5QJU3	340485.0	340485.0
PSAP	5660.1	ENSG00000197746			P07602	5660.0	5660.0
GM2A	2760.1	ENSG00000196743			Q60648	2760.0	2760.0
GBA2	57704.1	ENSG00000070610			Q9HCG7	57704.0	57704.0
NEU3	10825.1	ENSG00000162139			Q9UQ49	10825.0	10825.0
ST8SIA4	7903.1	ENSG00000113532			Q92187	7903.0	7903.0
ABHD12	26090.1	ENSG00000100997				26090.0	26090.0
SDC1	6382.1	ENSG00000115884			P18827	6382.0	6382.0
HSPG2	3339.1	ENSG00000142798			P98160	3339.0	3339.0
ABHD6	57406.1	ENSG00000163686			Q9BV23	57406.0	57406.0
GPIHBP1	338328.1	ENSG00000277494			Q8IV16	338328.0	338328.0
LIPE	3991.1	ENSG00000079435			Q05469	3991.0	3991.0
DAGLA	747.1	ENSG00000134780			Q9Y4D2	747.0	747.0
DAGLB	221955.1	ENSG00000164535			Q8NCG7	221955.0	221955.0
PNPLA2	57104.1	ENSG00000177666			Q96AD5	57104.0	57104.0
PNLIPRP3	119548.1	ENSG00000203837			Q17RR3	119548.0	119548.0
CREBBP	1387.1	ENSG00000005339			Q92793	1387.0	1387.0
RORA	6095.1	ENSG00000069667			P35398	6095.0	6095.0
SMARCD3	6604.1	ENSG00000082014			Q6STE5	6604.0	6604.0
NCOA1	8648.1	ENSG00000084676			Q15788	8648.0	8648.0
TBL1X	6907.1	ENSG00000101849				6907.0	6907.0
FHL2	2274.1	ENSG00000115641			O70433	2274.0	2274.0
NCOA3	8202.1	ENSG00000124151			Q9Y6Q9	8202.0	8202.0
MED1	5469.1	ENSG00000125686			Q15648	5469.0	5469.0
NR1D1	9572.1	ENSG00000126368			P20393	9572.0	9572.0
SIN3B	23309.1	ENSG00000127511			O75182	23309.0	23309.0
HELZ2	85441.1	ENSG00000130589			Q9BYK8	85441.0	85441.0
GRHL1	29841.1	ENSG00000134317				29841.0	29841.0
TGS1	96764.1	ENSG00000137574			Q96RS0	96764.0	96764.0
NCOA2	10499.1	ENSG00000140396			Q15596	10499.0	10499.0
NCOR1	9611.1	ENSG00000141027			O75376	9611.0	9611.0
CARM1	10498.1	ENSG00000142453			Q86X55	10498.0	10498.0
ANKRD1	27063.1	ENSG00000148677			Q15327	27063.0	27063.0
SIN3A	25942.1	ENSG00000169375			Q96ST3	25942.0	25942.0
HDAC3	8841.1	ENSG00000171720			O15379	8841.0	8841.0
CHD9	80205.1	ENSG00000177200			Q3L8U1	80205.0	80205.0
TBL1XR1	79718.1	ENSG00000177565			Q9BZK7	79718.0	79718.0
RXRA	6256.1	ENSG00000186350			P19793	6256.0	6256.0
PPARA	5465.1	ENSG00000186951			P23204	5465.0	5465.0
NCOR2	9612.1	ENSG00000196498				9612.0	9612.0
NCOA6	23054.1	ENSG00000198646				23054.0	23054.0
TRIB3	57761.1	ENSG00000101255			Q8K4K2	57761.0	57761.0
G0S2	50486.1	ENSG00000123689			P27469	50486.0	50486.0
GLIPR1	11010.1	ENSG00000139278			P48060	11010.0	11010.0
RGL1	23179.1	ENSG00000143344			Q9NZL6	23179.0	23179.0
TNFRSF21	27242.1	ENSG00000146072			O75509	27242.0	27242.0
TIAM2	26230.1	ENSG00000146426			Q8IVF5	26230.0	26230.0
PLIN2	123.1	ENSG00000147872			Q99541	123.0	123.0
NPAS2	4862.1	ENSG00000170485			Q99743	4862.0	4862.0
PEX11A	8800.1	ENSG00000166821			Q9Z211	8800.0	8800.0
APOA5	116519.1	ENSG00000110243			Q6Q788	116519.0	116519.0
CTGF	1490.1	ENSG00000118523			P29279	1490.0	1490.0
AGT	183.1	ENSG00000135744			P01019	183.0	183.0
APOA2	336.1	ENSG00000158874			P02652	336.0	336.0
ANGPTL4	51129.1	ENSG00000167772			Q9Z1P8	51129.0	51129.0
PDK4	5166.1	ENSG00000004799			Q16654	5166.0	5166.0
FAS	355.1	ENSG00000026103			P25445	355.0	355.0
SREBF1	6720.1	ENSG00000072310			Q9WTN3	6720.0	6720.0
PLTP	5360.1	ENSG00000100979			P55058	5360.0	5360.0
CBX1	10951.1	ENSG00000108468			P83916	10951.0	10951.0
MTTP	4547.1	ENSG00000138823			O08601	4547.0	4547.0
PLIN1	5346.1	ENSG00000166819			O60240	5346.0	5346.0
CIDEA	1149.1	ENSG00000176194			O60543	1149.0	1149.0
PDIA2	64714.1	ENSG00000185615			Q13087	64714.0	64714.0
FABP3	2170.1	ENSG00000121769			P05413	2170.0	2170.0
FABP2	2169.1	ENSG00000145384			P12104	2169.0	2169.0
FABP7	2173.1	ENSG00000164434			O15540	2173.0	2173.0
FABP5	2171.1	ENSG00000164687			Q01469	2171.0	2171.0
FABP6	2172.1	ENSG00000170231			P51161	2172.0	2172.0
FABP4	2167.1	ENSG00000170323			P15090	2167.0	2167.0
FABP12	646486.1	ENSG00000197416				646486.0	646486.0
FABP9	646480.1	ENSG00000205186			Q0Z7S8	646480.0	646480.0
ACSM3	6296.1	ENSG00000005187			Q3UNX5	6296.0	6296.0
ACSM2B	348158.1	ENSG00000066813			Q68CK6	348158.0	348158.0
ACSM5	54988.1	ENSG00000183549			Q6NUN0	54988.0	54988.0
ACSM2A	123876.1	ENSG00000183747				123876.0	123876.0
ACSM4	341392.1	ENSG00000215009			P0C7M7	341392.0	341392.0
LOC344967	344967.1	ENSG00000205794				344967.0	
PLA2G4C	8605.1	ENSG00000105499			Q9UP65	8605.0	8605.0
PLA2G12B	84647.1	ENSG00000138308			Q9BX93	84647.0	84647.0
PLA2G4D	283748.1	ENSG00000159337			Q86XP0	283748.0	283748.0
PLB1	151056.1	ENSG00000163803			Q6P1J6	151056.0	151056.0
PLA2G4F	255189.1	ENSG00000168907			Q68DD2	255189.0	255189.0
JMJD7-PLA2G4B	8681.1	ENSG00000168970			P0C869	8681.0	100137049.0
PLA2G16	11145.1	ENSG00000176485			P53816	11145.0	11145.0
PLA2G2C	391013.1	ENSG00000187980			Q5R387	391013.0	391013.0
ABHD5	51099.1	ENSG00000011198			Q9DBL9	51099.0	51099.0
MBOAT1	154141.1	ENSG00000172197			Q6ZNC8	154141.0	154141.0
LCLAT1	253558.1	ENSG00000172954				253558.0	253558.0
LPIN2	9663.1	ENSG00000101577			Q92539	9663.0	9663.0
PLPPR2	64748.1	ENSG00000105520			Q96GM1	64748.0	64748.0
PLPPR4	9890.1	ENSG00000117600			Q7Z2D5	9890.0	9890.0
PLPPR3	79948.1	ENSG00000129951				79948.0	79948.0
LPIN3	64900.1	ENSG00000132793			Q9BQK8	64900.0	64900.0
LPIN1	23175.1	ENSG00000134324			Q14693	23175.0	23175.0
PLPP5	84513.1	ENSG00000147535			Q8NEB5	84513.0	84513.0
PLPP4	196051.1	ENSG00000203805				196051.0	196051.0
MOGAT3	346606.1	ENSG00000106384			Q86VF5	346606.0	346606.0
PLD3	23646.1	ENSG00000105223				23646.0	23646.0
PLD4	122618.1	ENSG00000166428				122618.0	122618.0
PLD6	201164.1	ENSG00000179598			Q8N2A8	201164.0	201164.0
LPCAT2	54947.1	ENSG00000087253			Q7L5N7	54947.0	54947.0
LPCAT3	10162.1	ENSG00000111684			Q91V01	10162.0	10162.0
LPCAT1	79888.1	ENSG00000275079			Q3TFD2	79888.0	79888.0
LPCAT4	254531.1	ENSG00000176454			Q643R3	254531.0	254531.0
LYPLA2	11313.1	ENSG00000011009			O95372	11313.0	11313.0
PNPLA6	10908.1	ENSG00000032444			Q8IY17	10908.0	10908.0
PLA2G15	23659.1	ENSG00000103066			Q8NCC3	23659.0	23659.0
LYPLA1	10434.1	ENSG00000120992			O75608	10434.0	10434.0
PNPLA7	375775.1	ENSG00000130653			Q6ZV29	375775.0	375775.0
PNPLA8	50640.1	ENSG00000135241			Q9NP80	50640.0	50640.0
CLCF1	23529.1	ENSG00000175505			Q9UBD9	23529.0	23529.0
BCHE	590.1	ENSG00000114200			P06276	590.0	590.0
PLCL2	23228.1	ENSG00000154822			Q9UPR0	23228.0	23228.0
AGK	55750.1	ENSG00000262327			Q9ESW4	55750.0	55750.0
FAR2	55711.1	ENSG00000064763				55711.0	55711.0
FAR1	84188.1	ENSG00000197601			Q8WVX9	84188.0	84188.0
ASAH2	56624.1	ENSG00000188611			Q9NR71	56624.0	56624.0
L2HGDH	79944.1	ENSG00000087299			Q9H9P8	79944.0	79944.0
CERS4	79603.1	ENSG00000090661				79603.0	79603.0
CERS5	91012.1	ENSG00000139624				91012.0	91012.0
CERS2	29956.1	ENSG00000143418				29956.0	29956.0
CERS3	204219.1	ENSG00000154227			Q8IU89	204219.0	204219.0
CERS6	253782.1	ENSG00000172292			Q6ZMG9	253782.0	253782.0
CERS1	10715.1	ENSG00000223802			P27544	10715.0	10715.0
GLT8D1	55830.1	ENSG00000016864			Q68CQ7	55830.0	55830.0
POMGNT1	55624.1	ENSG00000085998			Q8WZA1	55624.0	55624.0
UGGT2	55757.1	ENSG00000102595			Q9NYU1	55757.0	55757.0
GALNTL5	168391.1	ENSG00000106648			Q7Z4T8	168391.0	168391.0
GLT8D2	83468.1	ENSG00000120820			Q9H1C3	83468.0	83468.0
B4GALT4	8702.1	ENSG00000121578			O60513	8702.0	8702.0
GCNT7	140687.1	ENSG00000124091			Q6ZNI0	140687.0	140687.0
STT3A	3703.1	ENSG00000134910				3703.0	3703.0
UGGT1	56886.1	ENSG00000136731				56886.0	56886.0
B4GALNT3	283358.1	ENSG00000139044			Q6L9W6	283358.0	283358.0
OGT	8473.1	ENSG00000147162			O15294	8473.0	8473.0
B3GALT2	8707.1	ENSG00000162630			O43825	8707.0	8707.0
B3GALNT2	148789.1	ENSG00000162885			Q8NCR0	148789.0	148789.0
POGLUT1	56983.1	ENSG00000163389			Q8NBL1	56983.0	56983.0
STT3B	201595.1	ENSG00000163527			Q8TCJ2	201595.0	201595.0
B4GALNT2	124872.1	ENSG00000167080			Q8NHY0	124872.0	124872.0
MGAT5B	146664.1	ENSG00000167889			Q3V5L5	146664.0	146664.0
B3GALT1	8708.1	ENSG00000172318			Q9Y5Z6	8708.0	8708.0
FUT10	84750.1	ENSG00000172728			Q6P4F1	84750.0	84750.0
FUT7	2529.1	ENSG00000180549			Q11130	2529.0	2529.0
B4GALNT4	338707.1	ENSG00000182272			Q76KP1	338707.0	338707.0
B3GLCT	145173.1	ENSG00000187676			Q6Y288	145173.0	145173.0
ALG1L	200810.1	ENSG00000189366			Q6GMV1	200810.0	200810.0
FUT4	2526.1	ENSG00000196371			P22083	2526.0	2526.0
FUT11	170384.1	ENSG00000196968			Q495W5	170384.0	170384.0
GLT6D1	360203.1	ENSG00000204007			Q7Z4J2	360203.0	360203.0
MGAT4D	152586.1	ENSG00000205301				152586.0	152586.0
GCNT6	644378.1	ENSG00000205318				644378.0	
B3GNT9	84752.1	ENSG00000237172			Q6UX72	84752.0	84752.0
ALG1L2	644974.1	ENSG00000251287			C9J202	644974.0	644974.0
GLTP	51228.1	ENSG00000139433			Q9NZD2	51228.0	51228.0
HEXDC	284004.1	ENSG00000169660			Q8WVB3	284004.0	284004.0
FUT2	2524.1	ENSG00000176920			Q9JL27	2524.0	2524.0
GLB1L	79411.1	ENSG00000163521			Q6UWU2	79411.0	79411.0
ST6GALNAC4	27090.1	ENSG00000136840			Q9H4F1	27090.0	27090.0
TICRR	90381.1	ENSG00000140534			Q7Z2Z1	90381.0	90381.0
FUT5	2527.1	ENSG00000130383			Q11128	2527.0	2527.0
FUT6	2528.1	ENSG00000156413			P51993	2528.0	2528.0
CYP2U1	113612.1	ENSG00000155016			Q7Z449	113612.0	113612.0
GPX8	493869.1	ENSG00000164294			Q8TED1	493869.0	493869.0
AASDH	132949.1	ENSG00000157426			Q4L235	132949.0	132949.0
ACSF2	80221.1	ENSG00000167107				80221.0	80221.0
